,employees,name,naf
22150041,22,AGENCE DEPARTEMENTALE ARDENNES,02.40Z
22150103,31,DIRECTION TERRITORIALE FRANCHE COMTE,02.40Z
22150146,32,DIR TERRITOR BOURGOGNE CH-ARDENNE,02.40Z
22150242,22,CENTRE DE MAINTIEN EN CONDITION OPE,29.10Z
22150243,22,CENTRE DE PRODUCTION DE VEHICULES MILITAIRES,29.10Z
22150248,22,A.C.M.A.T.,29.10Z
22150912,22,C & A,47.71Z
22151034,22,C ET A,52.10B
22151394,32,LENOTRE ECOLE,56.21Z
22152444,32,MANUFACTURE ALPINE DIEPPE JEAN REDELE,29.10Z
22157549,22,RESIDENCES SAINT DOMINIQUE,87.30A
22171873,22,BEFEC,69.20Z
22172031,41,ORANO DS,38.22Z
22174742,22,BASE REGIONALE PARIS SUD,10.51C
22178152,42,BIOMERIEUX,20.59Z
22181825,22,ZIEMEX,28.93Z
22189544,22,GRAND GARAGE DES HALLES-AUTO STADIU,45.11Z
22201422,31,LES SALONS DU RELAIS HOTEL KYRIAD,56.10A
22202851,22,RUBEROID,43.99A
22225007,31,CREDIT MUTUEL,64.19Z
22227324,32,SARA,19.20Z
22229677,22,CWT,79.11Z
22229788,22,SOFREAVIA,71.12B
22230134,22,MUSEE DU LOUVRE,91.02Z
22236831,22,LABORATOIRE R.ARNAUD,70.10Z
22237510,22,LBD MAISON,46.49Z
22241399,32,HOPITAL PRIVE A. TZANCK MOUGINS SOPHIA ANTIPOLIS,86.10Z
22241887,41,HERMES,15.12Z
22241948,22,HERMES,82.11Z
22250732,22,NISSAN FRANCE,45.11Z
22257024,22,DESCAMPS LOMBARDO,41.20B
22257647,22,SICLI - COFISEC - CHUBB SECURITE,27.90Z
22257648,22,SICLI,27.90Z
22257650,22,SICLI  -  COFISEC  - CHUBB SECURITE,43.21A
22258153,22,DIAC-COGERA-SOGESMA-DIAC LOCATION,64.92Z
22260695,41,DERICHEBOURG PROPRETE,81.21Z
22260753,32,DERICHEBOURG PROPRETE,81.22Z
22262279,42,NESTLE WATERS SUD,11.07A
22262594,22,DECORETALAGE,22.29B
22263009,32,ZALKIN,28.29A
22263094,41,LOGICA,62.02A
22271796,22,TRANSDEV/SUD EST    TRANSDEV/COMTAD,49.39A
22278884,22,NETRA ONYX,38.11Z
22280183,41,FACILITESS,82.11Z
22288894,32,DIVISION CARBONE INDUSTRIE,30.30Z
22290167,31,WARNER MUSIC FRANCE,59.20Z
22291518,32,DASSAULT AVIATION,30.30Z
22291519,41,DASSAULT AVIATION ISTRES BASE,30.30Z
22296311,22,CBM 25 - LABORATOIRE DE TERRE ROUGE,86.90B
22316274,22,GOODRICH,30.30Z
22316275,32,COLLINS AEROSPACE,30.30Z
22321167,22,BISTROT DU MARCHE-INTERMARCHE,47.11F
22321228,22,SERVAIR,56.29A
22325253,22,THYSSENKRUPP ASCENSEURS,43.29B
22327237,32,INTERBUT CONSOMMATEURS,46.19A
22327238,22,B.I.,52.10B
22329354,32,AXA ASSURANCES REGION OUEST,65.12Z
22329357,32,AXA ASSURANCES REGION BOURGOGNE FCOMTE,65.12Z
22330823,22,BOUYGUES TRAVAUX PUBLICS REGIONS FRANCE,42.13A
22333163,31,DRAGUI-TRANSPORTS,38.11Z
22342052,32,TARAFLEX,22.23Z
22354647,32,EDITIONS LEGISLATIVES//ESF EDITEUR,58.14Z
22358099,31,SWAROVSKI,47.77Z
22360312,22,VOYAGES DEVILLAIRS,49.39A
22372410,22,PRO A PRO,46.39B
22373614,22,TRUFFAUT,47.76Z
22375245,31,LEON GROSSE PARIS RENOVATION,41.20B
22376702,22,PATES CHIRON,10.73Z
22378870,22,SACMI,28.22Z
22415119,31,DERICHEBOURG ENVIRONNEMENT,38.11Z
22421019,22,MAS LA FRAGONNETTE,87.10C
22482403,22,KORIAN CAP FERRIERES,86.10Z
22494158,22,EOLE CONSULTING,62.02A
22513221,22,ACTION SECURITE ET INCENDIE,80.10Z
22556285,22,DAMEN,33.15Z
22605542,22,INSTITUTION NOTRE DAME - COLLEGE - LYCEES - ESCC,85.31Z
22636023,22,HYGIE SPHERE,81.21Z
22718808,22,PRIVILEGE MARINE,30.12Z
22755362,22,CHRISTOPHE BEAUSSIRE,43.12A
22828868,22,CCSP-PARFUMS,82.92Z
22846588,22,URSSAF DE BASSE NORMANDIE,84.30A
22860364,22,COOPTALIS,70.22Z
22860788,31,URSSAF DE NORD-PAS-DE-CALAIS,84.30A
22908881,22,SUPER U - DAMBERG SAS,47.11F
22914842,22,BERNARDAUD,23.41Z
22920721,31,APTAR OYONNAX,22.22Z
22930291,22,TRANSPORTS DE SAVOIE,49.41A
22935912,22,ESAT ENTRE CHER ET LOIRE,88.10C
22941352,31,LE VILLAGE DES METIERS -  SITE DE LEVES,88.10C
22947230,22,ESAT ODETTE RICHER,88.10C
22947534,22,E.S.A.T,87.90B
22958327,22,GROUPE SCOLAIRE SAINT FRANCOIS D'ASSISE,85.31Z
22958587,22,HEBERGEMENT TEMPORAIRE EHPAD,87.10A
22958591,22,EHPAD DE BEAUNE,87.30A
22960139,22,ESAT LES ATELIERS DU VAL BLESOIS LA CHAUSSEE,88.10C
22970869,22,ESAT SERVI PEP,88.10C
22970897,22,SESSAD 2SAI PEP45,88.99B
22973189,22,IME LE PRELION,87.10B
22973192,22,MAS MONTPLAISANT,87.10C
22973205,22,ESAT LA LECHERE,88.10C
22973210,22,E.S.A.T. LES ATELIERS DE NIERME,88.10C
22973227,32,ESAT LE PENNESSUY,88.10C
22973295,32,CENTRE ORCET MANGINI,86.10Z
22973300,41,CTRE PSYCHOTHERAPIQUE AIN ST GEORGES,86.10Z
22973347,22,MAISON D'ENFANTS ST VINCENT,87.90A
22973387,22,CAT LA FRETA,88.10C
22973412,22,CLINIQUE NOTRE DAME,86.10Z
22973440,22,CENTRE DE SOINS DE VIRIEU,86.10Z
22973693,22,ATELIERS DU CAT,88.10C
22973899,22,CENTRE DE SOINS INFIRMIERS,86.90D
22973901,32,SCE HOSPITALISATION A DOMICILE,86.10Z
22974665,22,I.M.E VAL PAILLON,87.10B
22974677,22,ESAT EPIS REMUNERATION TH,88.10C
22974682,22,C.A.T-E.P.I.S,87.20A
22974733,22,ESAT COSTEBELLE,88.10C
22974738,22,C.A.T. JEAN MEDECIN,88.10C
22974740,22,CAT LA SIAGNE,88.10C
22974742,22,C.A.T.  LEO MAZON,88.10C
22974757,31,C.A.T DE ALBERTI,88.10C
22975203,22,ESPACE ESAT,88.10C
22975208,22,CAT DOMAINE DU MENOIS,88.10C
22975210,22,CAT SELF LA FONTAINE,88.10C
22975229,22,CAT LE TERTRE AS,88.10C
22975392,22,CAT L'ENVOL,88.10C
22975403,22,CAT JULES FIL,88.10C
22975559,22,ESAT LES ATELIERS D'ALBA,88.10C
22975779,22,CENTRE POLYVALENT EDUCATION SPECIALE,87.10B
22975947,22,ESAT LA VALBARELLE,88.10C
22976189,22,CAT LES ORMEAUX,88.10C
22976216,22,CAT LES CITRONNIERS,88.10C
22976230,22,ESAT LES GLYCINES,88.10C
22976671,22,PROD ADM CENTRALISEE,64.19Z
22976798,31,TECHNIQUE SYSTEME INFO CIBLE,64.19Z
22976860,22,DIRECTION DE L'ETABLISSEMENT SCE INTERNE,64.19Z
22976885,32,SIEGE ADMINISTRATIF,64.19Z
22977048,22,CAISSE EPARGNE CEPAC,64.19Z
22977062,22,CAISSE D'EPARGNE CEPAC,64.19Z
22977254,22,CENTRE VERT PRE,87.10B
22977264,22,POLE PROTECTION ENFANT SAUVEGAR13,88.99A
22977304,22,CENTRE ST THYS,87.10B
22977305,22,FOYER HENRI VACHER,87.30B
22977326,22,MAISON ACCUEIL SPECIALISEE BELLEVUE,87.30B
22977377,22,IRS DE PROVENCE,87.10B
22977380,22,L'ARC EN CIEL,87.10B
22977434,22,LES SAINTS ANGES,87.90A
22977457,22,ESAT LE ROUET,88.10C
22977954,22,ESAT LES ATELIERS DU PAYS D'AUGE,88.10C
22977957,22,ESAT LES CONQUERANTS,88.10C
22977965,22,I.M. PRO,87.10B
22977969,22,INSTITUT CAMILLE BLAISOT  CO,87.10B
22977992,22,AEMO,88.99B
22978377,22,MAISON ST LOUIS DE MONTFORT,87.90A
22978378,22,POLE SOCIAL CHARENTE DE LA MAISON JEAN BAPTISTE,87.90A
22979480,32,CENTRE HOSPITALIER DU PAYS D'EYGURANDE,86.10Z
22979748,22,ENTREPRISE ADAPTEE PROMUT CHATILLON,81.21Z
22979804,22,ATOME YONNE,88.10A
22979809,22,ESAT MUTUALISTE DE MONTBARD,88.10C
22979820,32,ENTREPRISE ADAPTEE PROMUT DIJON,81.21Z
22979886,41,ATOME COTE D'OR,88.10A
22979887,31,ESAT MUTUALISTE LE MIRANDE,88.10C
22979891,22,SSIAD COTE D'OR,86.90D
22979904,32,ATOME NIEVRE,88.10A
22980202,22,ESATCO SITE DU PAYS DE DINAN,88.10C
22980204,22,ESATCO SITE DU PAYS DE ST BRIEUC,88.10C
22980207,22,ESATCO SITE DU PAYS DE LOUDEAC,88.10C
22980208,22,ESATCO SITE DU PAYS DE GUINGAMP,88.10C
22980229,22,ESATCO SITE DU PAYS DE TREGUIER,88.10C
22980351,22,MAISON DE REPOS LES CHATELETS,86.10Z
22980725,22,IME ROSETTE,87.10B
22980980,32,IRF POMPONIANA,86.10Z
22980981,31,CREESDEV,87.10B
22981071,22,MFD - EHPAD LA RETRAITE,87.10A
22981715,22,CLINIQUE PNEUMOLOGIE LES RIEUX,86.10Z
22981728,22,ESAT ADAPEI 26 - VALENCE,88.10C
22981736,22,FOYER DE VIE ADAPEI 26 - LES MAGNOLIAS,87.10C
22981748,22,ESAT ADAPEI 26 - ROMANS,87.30B
22982591,32,SYNERLAB SOPHARTEX,21.20Z
22982762,22,ITES,85.42Z
22983203,41,CICM,64.19Z
22983836,31,ESAT DE L ARMORIQUE,88.10C
22983856,22,ESAT CORNOUAILLE,88.10C
22983935,22,FOYER STERGANN,87.20A
22984442,22,ESAT TH ARTES-LES OLIVETTES,88.10C
22984733,22,POLE IME,87.10B
22984748,22,CENTRE PSYCHOTHERAPIQUE,87.10B
22984754,22,POLE ADULTES 82 NORD OUEST,87.20A
22984755,22,CENTRE LES MARRONIERS  FOYER DE VIE,87.20A
22984758,22,POLE ADULTES 82 SUD EST,87.20A
22984825,22,CENTRE JEAN LAGARDE,87.10B
22984826,22,CIVAL-LESTRADE,87.10B
22984827,31,CENTRE PAUL DOTTIN,86.10Z
22984843,31,CENTRE ASEI CAMADOC - SITE CAMINADE,88.10C
22984868,22,INSTITUT DE REEDUCATION DU COMMINGES,87.10B
22984900,32,CENTRE CARAMANTIS,88.10C
22984967,22,MAS ASEI AZURE,87.10C
22984969,22,ASEI ESAT SAINT RAPHAEL MADIRAN,88.10C
22985011,22,36 PONTS,87.10B
22985012,22,ESAT CHATEAU BLANC,88.10C
22985021,22,PORTES DE GARONNE,87.10B
22985464,22,LES CELLIERS DES TERRES DE FRANCE,46.34Z
22985678,41,CLINIQUE MUTUALISTE,86.10Z
22985688,32,CLINIQUE MUTUALISTE DU MEDOC,86.10Z
22985787,22,COMPLEXE DE LA HAUTE LANDE,88.10C
22985796,22,ESAT LIBOURNAIS BLAYAIS,88.10C
22985798,22,ESAT BASSIN MEDOC SITE DE CISSAC MEDOC,88.10C
22985799,22,MAS DE SAINT DENIS DE PILE,87.10C
22985820,22,ESAT METROPOLE,88.10C
22985828,22,ESAT METROPOLE SITE DE PESSAC,88.10C
22985866,31,ESAT BASSIN MEDOC,88.10C
22985924,22,SAF,88.99A
22986145,22,ASSOCIATION LAIQUE LE PRADO,87.90A
22986184,22,ME.C.S. SAINT JOSEPH,87.90A
22986260,22,PROSHOP- GROUPE QERYS,46.74A
22987183,22,UTOPI DOL DE BRETAGNE,88.10C
22987186,22,UTOPI REDON,88.10C
22987192,22,UTOPI L'HERMITAGE,88.10C
22987194,22,UTOPI CESSON SEVIGNE,88.10C
22987197,22,UTOPI BETTON,88.10C
22987212,31,UTOPI SAINT JACQUES DE LA LANDE,88.10C
22987235,32,UTOPI CATARMOR,88.10C
22987272,41,CLINIQUE MUTUALISTE DE LA SAGESSE,86.10Z
22987306,22,SEA 35 CENTRE DE PLACEMENT FAMILIAL SPECIALISE,88.99A
22987367,31,ETS LE GUEVEL,49.41A
22987388,22,ESAT  LA SIMONIERE,01.11Z
22987395,22,ESAT LES ATELIERS DE L'ESPOIR,88.10C
22987816,22,ADSE 37,87.90A
22987859,22,E.S.A.T  LES TISSANDIERS,88.10C
22987867,22,SAJH,87.10C
22987870,22,E.S.A.T LES ORMEAUX,88.10C
22987886,22,ADAPEI ESAT LA THIBAUDIERE,88.10C
22987900,22,VERNEUIL,10.51A
22988260,22,ESPACE ADOLESCENTS LA TRAVERSE,87.90A
22988441,32,AFIPH ENTREPRISES NORD ISERE,88.10C
22988446,22,FOYERS AGGLOMERATION GRENOBLOISE,87.20A
22988450,32,AFIPH ENTREPRISES ISERE RHODANIENNE,88.10C
22988452,32,AFIPH ENTREPRISES CENTRE ISERE,88.10C
22988463,32,AFIPH ENTREPRISES SUD ISERE GRESIVAUDAN,88.10C
22988468,22,FOYERS DU NORD ISERE,87.20A
22988474,32,AFIPH ENTREPRISES AGGLOMERATION GRENOBLOISE,88.10C
22988558,22,FOYERS SUD ISERE ET GRESIVAUDAN,87.20A
22989129,22,ESAT DU CONTE - MARSAN MULTISERVICE,88.10C
22989765,22,MFL SSAM,65.12Z
22989825,22,CENTRE MEDICAL MUTUALISTE DES 7 COLLINES,86.10Z
22989914,22,ESAT LES ATELIERS BEL-AIR-MOLINA,88.10C
22989991,31,ESAT LES ATELIERS DU GIER,88.10C
22990026,31,SIESI PLAINES VALLEES GD ST ETIENNE,87.90A
22990233,22,C.A.T DE MEYMAC,88.10C
22990738,22,CAT ATELIERS DE LA MEE,88.10C
22990744,22,CAT HORTICAT,88.10C
22990745,22,ESAT POLE NANTAIS,88.10C
22990756,22,BIOCAT,88.10C
22990758,22,CAT ATELIER DE LA CHOLIERE,88.10C
22990765,22,CAT OUEST,88.10C
22990794,22,ESAT LES ATELIERS DU LANDAS,88.10C
22990795,22,LES ATELIERS BLINOIS,88.10C
22990845,22,ESAT LES IRIS - THOUARE SUR LOIRE,88.10C
22990981,22,POLE JULES VERNE,87.90A
22991131,22,ESAT OCEANIS,88.10C
22991133,22,ESAT SAILLE,88.10C
22991142,22,ESAT BRIVET,88.10C
22991420,22,CAT DE LIGNEROLLES,88.10C
22991422,22,CAT LES RATELIERS,88.10C
22991427,22,CAT  LES IRIS,88.10C
22991835,22,MAS D'ENTRAYGUES,87.10C
22992010,22,BISCOTTE PASQUIER ANDREZIEUX,10.72Z
22992011,22,BISCOTTE PASQUIER FONTENAY,10.72Z
22992012,31,PITCH,10.72Z
22992188,22,CTRE POUR MYOPATHES LA FORET,87.10C
22992462,22,ESAT TREMPLIN DE L'ATLANTIQUE,88.10C
22992486,22,MAISON ROCHAS,87.10C
22992530,32,DAHPE,88.99A
22992601,22,EA AVRILLE,88.10C
22992656,22,ESAT AVRILLE,88.10C
22992666,22,ATELIER PROTEGE,88.10C
22992679,22,ATELIER PROTEGE AMIPI,88.10C
22994017,22,ESAT LE MOULIN DE LA MARE,88.10C
22994034,31,ESAT SAINT-LO CONDE - SITE LA CROIX CARREE,88.10C
22994349,22,CAT LES ATELIERS DE LA FORET,88.10C
22994884,32,BRASSERIES KRONENBOURG,70.10Z
22994885,22,BRASSERIES KRONENBOURG,46.34Z
22995154,22,LES TERRASSES DE MEHON,87.10B
22995159,41,CTRE D'OBSERVATION ET DE CURE,86.10Z
22995160,32,CENTRE JACQUES PARISOT,86.90E
22995208,32,LES MAISONS HOSPITALIERES SITE DE NANCY,86.10Z
22995522,31,CENTRE AIDE PAR LE TRAVAIL,88.10C
22995545,22,CAT ST NICOLAS,88.10C
22995797,41,CREDIT AGRICOLE DE LORAINE,64.19Z
22995943,22,ESAT DE VERDUN,88.10C
22995945,22,ESAT BAR LE DUC ET VASSINCOURT,88.10C
22996307,22,CAT DU PIGEON BLANC,88.10C
22996310,22,ESAT  LES ATELIERS DU PRAT,88.10C
22996326,22,CEM 56 PLOERMEL,88.10C
22997000,22,CAISSE D'EPARGNE,64.19Z
22997068,32,CAISSE D'EPARGNE - CENTRE D'AFFAIRES NORD LORRAINE,64.19Z
22997208,32,CAISSE D'EPARGNE,66.19B
22997307,32,ESAT L ATELIER DES TALENTS,88.10C
22997413,22,CAT MOULIN PONT DE PIERRE,88.10C
22997838,22,C.A.T.LE POINT DU JOUR,88.10C
22998050,22,C.A.T.LE CASTEL,88.10C
22998055,22,C.A.T.LE CORAIL,88.10C
22998060,22,CAT LA VALLEE,88.10C
22998071,22,ESAT SAINTE AGATHE,88.10C
22998198,22,CAT  F. POIRIER,88.10C
22998281,22,CAT MALECOT,88.10C
22998287,22,IME ALBERTINE LELANDAIS,87.10B
22998315,22,MAIS ACCUEIL SPECIALISEE DEWULF,87.10C
22998326,22,CAT ATELIERS MALECOT,88.10C
22998346,22,ENTREPRISE ADAPTEE MALECOT DE LILLE,88.10C
22998474,22,CAT DES HAUTS DE L ESCAUT,88.10C
22998497,22,PALETTES ECO SERVICES,88.10C
22998610,22,IME JEAN STIEVENARD,87.10B
22998612,41,CAT ATELIERS DE L OSTREVENT,88.10C
22998624,22,OSTREVENT ESPACES SERVICES,88.10C
22998663,22,IME LA VICOIGNETTE,88.91B
22998677,32,ESAT DE LAMBRES,88.10C
22998680,31,ESAT LES MOLETTES,88.10C
22998749,22,IME DU BANC VERT,88.91B
22998751,32,ESAT ATELIERS LITTORAL DUNKERQUOIS,88.10C
22999073,22,CAT DES ATELIERS DU TERNOIS,88.10C
22999077,22,CRESDA,87.10B
22999393,22,INSTITUT ETIENNE LECLERCQ,87.10B
22999639,22,FERME DES VANNEAUX,88.99B
22999705,22,INSTITUT FERNAND DELIGNY,87.90A
22999735,41,SANTELYS FORMATION,85.42Z
22999800,22,MAISON D'ACCUEIL SPECIALISEE,87.20A
22999876,22,SPRENE METROPOLE ROUBAIX TOURCOING,87.90A
22999882,22,SPRENE LILLE METROPOLE,87.90A
22999908,32,C.A.T DU PONT DE PIERRE,88.10C
23000318,32,CAT ROITELET,88.10C
23000319,22,IME LE MAISNIL DE LA BEUVRECQUE,87.10B
23000322,31,CAT DE WATTRELOS,88.10C
23000323,22,IME RECUEIL,87.10B
23000330,22,CAT DE ROCHEVILLE,88.10C
23000341,32,ESAT DU RECUEIL,87.20A
23000378,32,CAT ATELIER DU HAINAUT,88.10C
23000379,22,IME LEONCE MALECOT,87.10B
23000392,31,CENTRE AIDE PAR LE TRAVAIL  PAUL GARDIN,88.10C
23000405,31,ESAT ATELIERS WATTEAU,88.10C
23001121,22,SIEGE,70.10Z
23001167,32,CAT LES ATELIERS DU CLOS DU NID,88.10C
23001168,22,CENTRE SPECIALISE DES GRANDS HANDICAPES,87.10B
23001173,22,FOYER ERGOTHERAPIQUE LE VERGER,87.20A
23001185,22,PAVILLON DE LA CHAUSSEE,86.10Z
23001351,22,CETIM OUEST,72.19Z
23001373,22,CAT LES PEUPLIERS,88.10C
23001374,31,C A T LES ATELIERS DU THERAIN,88.10C
23001376,22,MAISON D ACCUEIL SPECIALISE LA CLAR,87.10C
23001555,32,ESAT PROD ANAIS DE METTRAY,88.10C
23001569,22,ESAT ANAIS DE SEES,88.10C
23001605,22,ESAT ANAIS DE DOMFRONT-EN-POIRAIE,88.10C
23001627,22,ESAT ANAIS  DE VERNOUILLET,88.10C
23001659,22,UNISAT 61 - SITE DU BOCAGE - ADAPEI DE L'ORNE,88.10C
23001662,22,UNISAT 61 - SITE DE BELLEVUE - ADAPEI DE L'ORNE,88.10C
23001708,22,ADAP'ENTREPRISE61 - ADAPEI DE L'ORNE,88.10C
23001958,22,IME CITE DES BOUVIERS,87.10B
23002066,22,CENTRE JULES FERRY,88.99B
23002071,22,AAP - ACTION ET ACCOMPAGNEMENT PERSONNALISE,88.99B
23002073,32,ESAT DE LA GOHELLE COMMERCIAL,88.10C
23002273,22,LYCEE PRIVE ST CHARLES,85.32Z
23002329,41,ETS HOPALE CENTRE CALOT HELIO,86.10Z
23002438,22,ESAT DU CALAISIS - SITE LES ATELIERS DU DETROIT,88.10C
23002440,22,ESAT DU CALAISIS - SITE DU CAMP DU DRAP D'OR,88.10C
23002518,32,ESAT DE MONTIGNY - COURRIERES,88.10C
23002557,32,CAT SCHAFFNER,88.10C
23002626,32,CAT DU BOULONNAIS,88.10C
23002795,41,CTRE HOSPITALIER SAINTE MARIE,86.10Z
23002796,41,CENTRE HOSPITALIER SAINTE MARIE,86.10Z
23002812,22,CAT ST JOSEPH,88.10C
23003594,22,CAT GUY CHALARD,88.10C
23003598,22,CAT ADAPEI BREZET,88.10C
23004109,22,"YVES MICHAUD, VINCENT MICHAUD,",10.89Z
23004183,22,CAT RECUR,88.10C
23004256,22,C A T ST PEE,88.10C
23004261,22,ESAT ESPIUTE,88.10C
23004270,22,CAT LE HAMEAU,88.10C
23004287,32,CAT COUSTAU,88.10C
23004333,31,CENTRE D'AIDE PAR LE TRAVAIL L'ENVOL,88.10C
23004334,22,FOYER D'HEBERGEMENT LAS NEOUS,87.20A
23004336,22,FOYER L ESPOIR,87.20A
23004338,31,CAT LES 3 SOLEILS,88.10C
23004382,22,TERRES DES TEMPLIERS/CAVE DE L'ABBE ROUS,11.02B
23005232,22,EEP,87.90A
23005233,22,ESAT GANZAU,88.10C
23005290,22,ARSEA/ESAT SOLIDARITE DU RHIN,88.99B
23005618,42,SERVICES RESTAURATION,88.10A
23005656,32,SOINS A DOMICILE,88.10A
23005785,22,ESAT DE COLMAR,88.10C
23005818,22,ESAT KAEMMERLEN,88.10C
23005824,22,ESAT HAGUENAU,88.10C
23005964,22,ESAT ROBERT LAFON,88.10C
23005965,22,E.S.A.T DIDIER BARON,88.10C
23005967,22,FOYER LA PROVIDENCE,87.20A
23005970,31,E.S.A.T HELENE RIVET,88.10C
23005982,22,ODYNEO-CEM JEAN MARIE AMION,87.10B
23005984,22,ODYNEO-FOYER HEBERGEMENT DU COLOMBIER,87.30B
23006166,22,COLLEGE PRIVE ST THOMAS D AQUIN 2924D,85.31Z
23006191,22,COLLEGE PRIVE ROBIN,85.31Z
23006378,32,FOYER D'ACCUEIL MEDICALISE LA CLAIRE,87.10C
23006384,32,SOL'ACT - ESAT DE L' AGIVR,88.10C
23006618,22,FDTAH SAINT JOSEPH BEAUPONT,87.20A
23007515,22,SERVICES MEDICAUX ET SOCIAUX,84.30A
23007655,22,FOYER DU C.A.T. LA GOUTTE D OR,87.20A
23007656,31,CAT LEON FONTAINE,88.10C
23007657,22,ESAT LOUIS JAFFRIN,88.10C
23007678,22,CAT LA COURBAISSE,88.10C
23007695,22,ESAT JACQUES  CHAVENT,88.10C
23007710,22,L'ESPERELLE,87.10B
23007977,22,C.E.P.A.J.,87.90A
23008058,22,LES PIERRES DOREES,87.90A
23008377,22,IME DOCTEUR JEAN-LOUIS BEAUDOUIN,87.10B
23009174,32,CENTRE MEDICAL F.GALLOUEDEC,86.10Z
23009332,22,ESAT LE BOIS JOLI,88.10C
23009334,22,ESAT LES PRAIRIES,88.10C
23009342,22,ESAT DU CIRCUIT,88.10C
23009481,22,ATELIER PROTEGE INDUSTRIEL,88.10C
23009597,32,ESAT DU NIVOLET,88.10C
23009787,22,ESAT DE FAUCIGNY,88.10C
23009896,22,E A DU THIOU,82.99Z
23009905,22,ESAT DES CAMARINES,88.10C
23010073,22,CAT LES HERMONES,88.10C
23010094,22,CAT LE MONTHOUX,88.10C
23010389,22,CANTINES,56.29B
23010437,31,COS BEAUSEJOUR,87.10A
23010438,22,COS CRPF NANTEAU,87.30B
23010440,22,DIVIO,86.10Z
23010449,22,CENTRE REEDUCATION FONCTIONNELLE PASTEUR,86.10Z
23010455,22,C O S SAINT MAUR,87.10A
23010457,31,CENTRE DE MEDECINE PHYSIQUE ET DE,86.10Z
23010504,22,MAISON D ENFANTS,87.90A
23010510,22,MAISON D'ENFANTS,87.90A
23010518,41,HOPITAL DE FORCILLES,86.10Z
23010565,22,CAT FOYER L'ESSOR,88.10C
23010632,22,I R P .,87.10B
23010902,22,CHLOE,47.71Z
23012293,41,HOPITAL LA MUSSE,86.10Z
23012294,41,HOPITAL VILLIERS SAINT DENIS,86.10Z
23012494,31,CESAP LE POUJAL,87.10B
23012497,22,FOYER SAINT ROMAN,87.10C
23012508,22,MAISON ACCUEIL SPECIALISEE LA CORNILLE,87.10C
23012590,41,SANOFI WINTHROP INDUSTRIE,21.20Z
23013036,32,ATELIERS DE FONTENAY,49.31Z
23013037,32,ATELIERS DE SAINT-OUEN MRE LIGNE 4,49.31Z
23013040,41,CENTRE BUS DE  FLANDRES,49.31Z
23013041,42,CENTRE BUS NEUILLY PLAISANCE,49.31Z
23013043,41,CENTRE BUS LES LILAS,49.31Z
23013044,31,GARE,49.31Z
23013045,41,GARE RER B DENFERT ROCHEREAU,49.31Z
23013046,42,CENTRE BUS MONTROUGE,49.31Z
23013049,32,ATELIERS MRF DE CHOISY,49.31Z
23013050,41,ATELIER MRF ITALIE HOVELACQUE,49.31Z
23013056,42,BUREAU TOURISTIQUE TERMINAL BUS,49.31Z
23013057,22,ATELIER CHANOINESSE,49.31Z
23013062,41,ATELIERS DE BOISSY,49.31Z
23013063,42,DEPOT D AUTOBUS,49.31Z
23013065,41,DEPOT D'AUTOBUS CHARLEBOURG,49.31Z
23013066,42,DEPOT AUTOBUS D'IVRY,49.31Z
23013067,32,DEPOT D'AUTOBUS,49.31Z
23013075,22,CENTRE DE FORMATION SEM MTS RER,49.31Z
23013076,41,CENTRE BUS DE LAGNY,49.31Z
23013084,41,CENTRE BUS CROIX NIVERT,49.31Z
23013088,41,BATIMENT STALINGRAD,49.31Z
23013089,32,ATELIER VILLETTE MRF EST,49.31Z
23013090,41,ATELIERS DE SAINT FARGEAU,49.31Z
23013092,41,CENTRE BUS POINT DU JOUR,49.31Z
23013093,42,DEPOT D'AUTOBUS GONESSE,49.31Z
23013095,51,BATIMENT BOURDON,49.31Z
23013099,41,DEPOT D'AUTOBUS PLEYEL,49.31Z
23013100,22,ATELIERS DE RUEIL,49.31Z
23013106,41,BATIMENT CHAMPIONNET,49.31Z
23013110,41,BATIMENT JULES VALLES,49.31Z
23013112,41,BATIMENT ADMINISTRATIF.,49.31Z
23013115,42,CENTRE BUS BELLIARD,49.31Z
23013116,22,ATELIER DE BOBIGNY,49.31Z
23013117,32,BATIMENT TOUL EST,49.31Z
23013128,22,GARE RER B.ORSAY VILLE,49.31Z
23013131,32,GARE RER B,49.31Z
23013132,41,LIGNE 13.CHATILLON MONTROUGE,49.31Z
23013134,22,STATION L12.MAIRIE D ISSY,49.31Z
23013137,41,STATION RER A.LA DEFENSE,49.31Z
23013138,22,GARE RER A,49.31Z
23013143,22,STATION L7.LA COURNEUVE-8MAI1945,49.31Z
23013154,22,STATION L7.VILLEJUIF LOUIS ARAGON,49.31Z
23013157,22,GARE RER A ET ATELIERS,49.31Z
23013158,32,GARE RER A NOISY LE GRAND MONT D EST,49.31Z
23013176,32,BATIMENT ABBE GREGOIRE,49.31Z
23013177,32,BATIMENT CHATEAU D EAU,49.31Z
23013178,22,UNITES GARES LIGNE A,49.31Z
23013188,32,GARE RER A GARE DE LYON SALLE DES ECHANGES,49.31Z
23013190,32,MAINTENANCE TECHNIQUE,49.31Z
23013191,31,CENTRE MEDICAL LACHAMBEAUDIE,49.31Z
23013199,41,CENTRE BUS,49.31Z
23013200,22,LOCAUX TECHNIQUES BARBES,49.31Z
23013226,22,TRAM T2 SMR ISSY,49.31Z
23013256,31,BATIMENT PHILIDOR,49.31Z
23013265,32,ATELIERS DE MASSY,49.31Z
